product_key,product_code,product_gender,product_material,product_style,product_colour,product_branding,product_fault_indicator,product_category,product_brand,product_is_current
1232,2567COL568,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1233,2567COL602,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1234,2567COL603,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1235,2568COL568,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1236,2569COL201,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1237,2569COL531,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1238,2569COL568,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1239,2569COL581,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1240,2569COL627,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1241,2570COL201,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1242,2570COL627,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1243,2571COL201,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1244,2571COL220,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1245,2571COL531,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1246,2571COL568,Unisex,Metal,Fashion /Classic,Fashion,Very Discreet,Not Faulty,Product,G,1
1247,2571COL581,Unisex,Metal,Fashion /Classic,Fashion,Very Discreet,Not Faulty,Product,G,1
1248,2571COL627,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1249,2571COLK05,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1250,2572COL201,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1251,2572COL220,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1252,2572COL568,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1253,2572COL627,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1254,2576COL531,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1255,2576COLK05,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1256,2577COLK05,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1257,2586COL648/45,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1258,2586COL654/45,Unisex,Metal,Fashion /Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1259,2586COLK92/45,Unisex,Metal,Fashion /Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1260,2586COLQ02/45,Unisex,Metal,Fashion /Classic,Fashion,Very Discreet,Not Faulty,Product,G,1
1261,2587COL648/46,Unisex,Metal,Fashion /Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1262,2587COLK92/46,Unisex,Metal,Fashion /Classic,Fashion,Very Discreet,Not Faulty,Product,G,1
1263,2587COLQ02/46,Unisex,Metal,Fashion /Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1264,2588COL531/46,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1265,2588COL568/46,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1266,2588COLP05/46,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1267,2589COL531/46,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1268,2589COL568/46,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1269,2589COLP05/46,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1270,258MCOLD60/48,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,H,1
1271,258MCOLD61/48,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,H,1
1272,258MCOLD62/48,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,H,1
1273,2590COL564/45,Unisex,Metal,Classic,Classic,Very Discreet,Not Faulty,Product,G,1
1274,2590COL627/45,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1275,2590COL654/45,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1276,2590COLP05/45,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1277,2591COL564/47,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1278,2591COL627/47,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1279,2591COLP05/47,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1280,2592COL581,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1281,2592COL627,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1282,2600COLK05,Unisex,Metal,Fashion /Classic,Classic,Medium,Faulty,Product,G,1
1283,2601COL568,Unisex,Metal,Classic,Classic,Medium,Faulty,Product,G,1
1284,2603COL300,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1285,2603COL531,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1286,2603COL581,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1287,260MCOL703,Male,Metal,Classic,Fashion,Medium,Not Faulty,Product,H,1
1288,260MCOL958,Male,Metal,Classic,Fashion,Medium,Not Faulty,Product,H,1
1289,2619COL201,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1290,2619COL568,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1291,261COLG74,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,H,1
1292,2622COL627,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1293,2623COLG11/48,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1294,2623COLK92/48,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1295,2625COL531/48,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1296,2625COLS07/48,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1297,2627COL531/48,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1298,2627COLR72/48,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1299,2628COL568/47,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1300,2628COLG09/47,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1301,262COLG76,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,H,1
1302,262COLG78,Female,Combination,Classic,Classic,Discreet,Not Faulty,Product,H,1
1303,2630COL584/46,Female,Combination,Classic,Classic,Discreet,Not Faulty,Product,G,1
1304,2630COLR72/46,Female,Combination,Classic,Classic,Discreet,Not Faulty,Product,G,1
1305,2630COLS04,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1306,2630COLS12/46,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1307,2630COLS14/46,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1308,2631COL584/48,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1309,2631COLR72/48,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1310,2632COL584/48,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1311,2632COLR72/48,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1312,2632COLS12/48,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1313,2632COLS14/48,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1314,2634COL531/47,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1315,2634COL568/47,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1316,2634COLR96/47,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1317,2636COL531/48,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1318,2636COL568/48,Unisex,Plastic,N/A,N/A,N/A,N/A,Product,G,1
1319,2636COLR96/48,Unisex,Plastic,N/A,N/A,N/A,N/A,Product,G,1
1320,2637COL568/50,Unisex,Plastic,N/A,N/A,N/A,N/A,Product,G,1
1321,2641COLQ39/52,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1322,2641COLS14/52,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1323,2642COLQ39/51,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1324,2642COLS14/51,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1325,2643COLG10/51,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1326,2643COLK10/51,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1327,2643COLS14/51,Unisex,Titanium,N/A,N/A,N/A,N/A,Product,G,1
1328,2644COLK10/52,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1329,2644COLQ39/52,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1330,2645COL614,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1331,2645COL614F,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1332,2645COL614H,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1333,2645COL614K,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1334,2645COL614Y,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1335,2646COL614,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1336,2646COL614F,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1337,2646COL614H,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1338,2646COL614K,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1339,2646COL614T,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1340,2646COL614Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1341,2647COL531,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1342,2647COL568,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1343,2647COL568F,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1344,2647COL568X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1345,2647COL568Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1346,2647COL579,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1347,2647COL579Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1348,2648COL568,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1349,2648COL568X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1350,2648COL568Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1351,2648COL579,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1352,2648COL579Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1353,2649COL568,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1354,2649COL568X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1355,2649COL568Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1356,2649COL579,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1357,2649COL579Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1358,264COLZ77,Unisex,N/A,N/A,N/A,N/A,N/A,Product,H,1
1359,264MCOLZ77,Unisex,N/A,N/A,N/A,N/A,N/A,Product,H,1
1360,2650COL568,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1361,2650COL568X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1362,2650COL568Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1363,2650COL579,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1364,2650COL579X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1365,2650COL579Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1366,2654COL581/47,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1367,2654COLF02/47,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1368,2655COLF02/48,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1369,2656COL581/48,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1370,2656COLF02/48,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1371,2657COL581/48,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1372,2658COLR72/54,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1373,2659COL300,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1374,2659COL531,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1375,2659COL568,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1376,2659COL568X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1377,2660COL300,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1378,2660COL531,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1379,2660COL568X,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1380,2660COL579,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1381,2660COL579X,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1382,2660COLK05,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1383,2661COL568,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1384,2661COL568Y,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1385,2661COL579,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1386,2661COL579X,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1387,2661COL648,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1388,2664COL568Y,Male,Metal,Sporty-Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1389,2664COL579X,Male,Metal,Sporty-Fashion,Classic,Discreet,Not Faulty,Product,G,1
1390,2664COL579Y,Male,Metal,Sporty-Classic,Fashion,Discreet,Not Faulty,Product,G,1
1391,2665COL579,Male,Metal,Sporty-Classic,Fashion,Discreet,Not Faulty,Product,G,1
1392,2666COL568,Male,Metal,Sporty-Classic,Fashion,Discreet,Not Faulty,Product,G,1
1393,2666COL568Y,Male,Metal,Sporty-Classic,Fashion,Discreet,Not Faulty,Product,G,1
1394,2666COL579,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1395,2666COL579X,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1396,2666COL579Y,Male,Metal,Sporty-Classic,Fashion,Discreet,Not Faulty,Product,G,1
1397,2666COL648,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1398,2667COL568,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1399,2667COL568Y,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1400,2667COL579,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1401,2667COL579X,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1402,2667COL579Y,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1403,2668COL568,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1404,2668COL568Y,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1405,2668COL579,Unisex,N/A,N/A,N/A,N/A,Not Faulty,Product,G,1
1406,2668COL579X,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1407,2668COL579Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1408,2668COL648,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1409,2669COL580,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1410,2669COL580X,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1411,2669COLS22,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1412,2672CO568Y,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1413,2672COL531,Male,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1414,2672COL568,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1415,2672COL568Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1416,2672COL579X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1417,2672COL579Y,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1418,2674COL614,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1419,2674COL614F,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1420,2674COL614N,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1421,2674COL614T,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1422,2674COL614X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1423,2674COL614Y,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1424,2677COL614T,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1425,2677COL614X,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1426,2677COL614Y,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1427,2678COL300,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1428,2678COL581,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1429,2678COL581Y,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1430,2678COL627,Unisex,Metal,Fashion,Fashion,Discreet,Faulty,Product,G,1
1431,2678COL627X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1432,2678COL627Y,Unisex,Metal,Fashion,Fashion,Discreet,Faulty,Product,G,1
1433,2679COL581,Unisex,Metal,Fashion,Fashion,Discreet,Faulty,Product,G,1
1434,2679COL581Y,Unisex,Metal,Fashion,Fashion,Discreet,Faulty,Product,G,1
1435,2679COL627,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1436,2679COL627Y,Unisex,Metal,Fashion,Fashion,Discreet,Faulty,Product,G,1
1437,2684COL584X,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1438,2684COL589Y,Male,Metal,Classic,Fashion,Discreet,Not Faulty,Product,G,1
1439,2685COL584,Male,Metal,Classic,Classic,Discreet,Not Faulty,Product,G,1
1440,2685COL589,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1441,2685COL589X,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1442,2685COL589Y,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1443,2686COL584,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1444,2686COL589,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1445,2686COL589X,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1446,2686COL589Y,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1447,2686COLQ76,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1448,2687COL589,Unisex,Metal,Fashion /Classic,Classic,Discreet,Not Faulty,Product,G,1
1449,2687COL589X,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1450,2687COL589Y,Unisex,Metal,Fashion /Classic,Fashion,Discreet,Not Faulty,Product,G,1
1451,2687COLQ76,Unisex,Metal,Fashion,Fashion,Discreet,Not Faulty,Product,G,1
1452,2688COL584,Unisex,Metal,Fashion,Fashion,Discreet,Not Faulty,Product,G,1
1453,2688COL589,Unisex,Metal,Fashion,Fashion,Discreet,Not Faulty,Product,G,1
1454,2689COL359,Unisex,Metal,Fashion,Fashion,Discreet,Not Faulty,Product,G,1
1455,2689COL568,Unisex,Metal,Fashion,Fashion,Discreet,Not Faulty,Product,G,1
1456,2689COL568X,Unisex,Metal,Fashion,Fashion,Discreet,Not Faulty,Product,G,1
1457,2689COL589,Unisex,Metal,Fashion,Classic,Very Discreet,Not Faulty,Product,G,1
1458,2689COL589X,Unisex,Metal,Fashion,Fashion,Very Discreet,Not Faulty,Product,G,1
1459,2689COL589Y,Unisex,Metal,Fashion,Fashion,Very Discreet,Not Faulty,Product,G,1
1460,2689COLQ76,Unisex,Metal,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1461,268COL312/053,Unisex,Metal,Fashion,Classic,Very Discreet,Faulty,Parts,F,1
1462,2690COL568,Unisex,Metal,Fashion,Classic,Very Discreet,Faulty,Product,G,1
1463,2690COL568X,Unisex,Metal,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1464,2690COL589,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1465,2690COL589X,Unisex,Metal,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1466,2690COL589Y,Unisex,Metal,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1467,2690COLK05,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1468,2690COLQ76,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1469,2694COL568,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1470,2694COL568Y,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1471,2694COL579,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1472,2694COL589Y,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1473,2694COLK05,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1474,2694COLK06,Unisex,Combination,Fashion,Fashion,Very Discreet,Faulty,Product,G,1
1475,2695COL201,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1476,2695COL531,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1477,2695COL568Y,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1478,2695COLK05,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1479,2697COL300,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1480,2697COL568N,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1481,2697COL627,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1482,2697COLK05,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1483,2703COL300/49,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1484,2703COL568/49,Unisex,Metal,Fashion /Classic,Classic,Discreet,Faulty,Product,G,1
1485,2704COL568/50,Male,Metal,Fashion,Fashion,Medium,Not Faulty,Product,G,1
1486,2704COLA10/50,Male,Metal,Fashion,Fashion,Medium,Not Faulty,Product,G,1
1487,2704COLR72/50,Male,Metal,Fashion,Classic,Medium,Not Faulty,Product,G,1
1488,2704COLR96/50,Male,Metal,Fashion,Fashion,Medium,Not Faulty,Product,G,1
1489,2705COL568/48,Male,Metal,Fashion,Fashion,Medium,Not Faulty,Product,G,1
1490,2705COLA10/48,Male,Metal,Fashion,Classic,Medium,Not Faulty,Product,G,1
1491,2705COLR72/48,Male,Metal,Fashion,Classic,Medium,Not Faulty,Product,G,1
1492,2705COLR96/48,Male,Metal,Fashion,Fashion,Medium,Not Faulty,Product,G,1
1493,2706COL627/47,Male,Metal,Fashion,Fashion,Medium,Not Faulty,Product,G,1
1494,2707COL627/48,Male,Metal,Fashion,Classic,Medium,Not Faulty,Product,G,1
1495,2707COL648/50,Male,Metal,Fashion,Classic,Medium,Not Faulty,Product,G,1
1496,2707COLSO4/48,Male,Metal,Fashion /Classic,Fashion/Classic,Medium,Not Faulty,Product,G,1
1497,2708COL627/48,Male,Metal,Fashion /Classic,Fashion,Medium,Not Faulty,Product,G,1
1498,2708COLA24,Male,Metal,Fashion /Classic,Classic,Medium,Not Faulty,Product,G,1
1499,2708COLG28/48,Male,Metal,Fashion /Classic,Classic,Medium,Not Faulty,Product,G,1
1500,2708COLK95/48,Male,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1501,2708COLS04/48,Male,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1502,2709COL627/50,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1503,2709COL648/50,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1504,2709COLK95/50,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1505,2709COLS04/50,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1506,2710COL648/59,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1507,2710COLA22/59,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1508,2710COLK03X,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1509,2711COL581/59,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1510,2711COLK03/59,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1511,2712COL503/53,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1512,2712COL627/53,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1513,2712COLA25/53,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1514,2713COL627/53,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1515,2713COLA22X,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
1516,2713COLA23/53,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1517,2713COLA26/53,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1518,2713COLK03X,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1519,2714COLS05/51,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1520,2715COLA27/52,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1521,2715COLQ39/52,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1522,2715COLS04/52,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1523,2715COLS05/52,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1524,2716COLK10/52,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1525,2717COLS05/53,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1526,2718COL300/51,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1527,2718COL568/51,Unisex,Metal,Classic,Classic,Medium,Not Faulty,Product,G,1
1528,2718COLK01/51,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1529,2719COL300/51,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1530,2719COL568/51,Unisex,Metal,Classic,Fashion,Medium,Not Faulty,Product,G,1
1531,2719COLK01/51,Unisex,N/A,N/A,N/A,N/A,N/A,Product,G,1
